============
Log file for device ZABER_RIGHT
File created on (yy-mm-dd) 17-09-11 at 11h49m58.9s
Type ZABER
Version 3.0
Height is in mm.
============
11	50	7.8	Z = 	9.5443
11	50	7.853	Z = 	9.5443
11	50	7.907	Z = 	9.5443
11	50	7.961	Z = 	9.5443
11	50	8.019	Z = 	9.3053
11	50	8.074	Z = 	9.3053
11	50	8.127	Z = 	9.3053
11	50	8.181	Z = 	9.3053
11	50	8.253	Z = 	9.0668
11	50	8.307	Z = 	9.0668
11	50	8.36	Z = 	9.0668
11	50	8.415	Z = 	9.0668
11	50	8.468	Z = 	9.0668
11	50	8.526	Z = 	8.8334
11	50	8.581	Z = 	8.8334
11	50	8.634	Z = 	8.8334
11	50	8.688	Z = 	8.8334
11	50	8.742	Z = 	8.8334
11	50	8.8	Z = 	8.6122
11	50	8.855	Z = 	8.6122
11	50	8.908	Z = 	8.6122
11	50	8.962	Z = 	8.6122
11	50	9.02	Z = 	8.4235
11	50	9.075	Z = 	8.4235
11	50	9.128	Z = 	8.4235
11	50	9.182	Z = 	8.4235
11	50	9.236	Z = 	8.4235
11	50	9.294	Z = 	8.2796
11	50	9.349	Z = 	8.2796
11	50	9.403	Z = 	8.2796
11	50	9.457	Z = 	8.2796
11	50	9.51	Z = 	8.2796
11	50	9.568	Z = 	8.1934
11	50	9.622	Z = 	8.1934
11	50	9.675	Z = 	8.1934
11	50	9.729	Z = 	8.1934
11	50	9.787	Z = 	8.1589
11	50	9.845	Z = 	8.158
11	50	9.9	Z = 	8.158
11	50	9.953	Z = 	8.158
11	50	10.007	Z = 	8.158
11	50	10.061	Z = 	8.158
11	50	10.115	Z = 	8.158
11	50	10.169	Z = 	8.158
11	50	10.223	Z = 	8.158
11	50	10.277	Z = 	8.158
11	50	10.331	Z = 	8.158
11	50	10.386	Z = 	8.158
11	50	10.44	Z = 	8.158
11	50	10.494	Z = 	8.158
11	50	10.548	Z = 	8.158
11	50	10.602	Z = 	8.158
11	50	10.656	Z = 	8.158
11	50	10.71	Z = 	8.158
11	50	10.764	Z = 	8.158
11	50	10.818	Z = 	8.158
11	50	10.872	Z = 	8.158
11	50	10.926	Z = 	8.158
11	50	10.98	Z = 	8.158
11	50	11.034	Z = 	8.158
11	50	11.088	Z = 	8.158
11	50	11.142	Z = 	8.158
11	50	11.196	Z = 	8.158
11	50	11.251	Z = 	8.158
11	50	11.306	Z = 	8.158
11	50	11.361	Z = 	8.158
11	50	11.638	Z = 	8.158
